,Päivämäärä,Kaisaniemi/Eläintarhanlahti,weekday,day,year,hour,month,Clouds,AirPhPa,RHpercent,RainmmH,Snowcm,ToC,DewToC,Visibilitym,Winddirdeg,Gustms,Windms
4025,ma 17 kesä 2019 17:00,336,ma,17,2019,17,6,3,1012.5,65,0.0,-1,20.9,14.01,32300,205,5.08,4.02
4026,ma 17 kesä 2019 18:00,209,ma,17,2019,18,6,0,1012.4,61,0.0,-1,21.9,13.09,41780,218,6.09,4.05
4027,ma 17 kesä 2019 19:00,152,ma,17,2019,19,6,1,1012.4,65,0.0,-1,19.9,13.0,50000,220,6.03,4.0
4028,ma 17 kesä 2019 20:00,123,ma,17,2019,20,6,1,1012.2,66,0.0,-1,18.6,12.0,46060,215,7.07,5.02
4029,ma 17 kesä 2019 21:00,74,ma,17,2019,21,6,5,1012.2,60,0.0,-1,19.0,10.09,47520,230,6.07,3.09
4030,ma 17 kesä 2019 22:00,23,ma,17,2019,22,6,0,1012.5,59,0.0,-1,18.5,10.03,50000,246,6.0,4.0
4031,ma 17 kesä 2019 23:00,21,ma,17,2019,23,6,0,1012.8,65,0.0,-1,17.0,10.05,50000,242,6.0,3.08
4032,ti 18 kesä 2019 00:00,8,ti,18,2019,0,6,0,1013.0,68,0.0,-1,16.1,10.03,49240,252,5.08,3.04
4033,ti 18 kesä 2019 01:00,5,ti,18,2019,1,6,0,1013.2,73,0.0,-1,15.8,10.09,47570,262,5.07,4.02
4034,ti 18 kesä 2019 02:00,1,ti,18,2019,2,6,0,1013.2,74,0.0,-1,15.3,10.08,50000,250,4.09,3.02
4035,ti 18 kesä 2019 03:00,1,ti,18,2019,3,6,0,1013.1,77,0.0,-1,15.1,11.01,48650,265,6.04,4.03
4036,ti 18 kesä 2019 04:00,3,ti,18,2019,4,6,0,1013.2,76,0.0,-1,15.1,10.09,46250,273,3.09,2.05
4037,ti 18 kesä 2019 05:00,13,ti,18,2019,5,6,0,1013.2,73,0.0,-1,15.5,10.07,49040,268,5.07,3.07
4038,ti 18 kesä 2019 06:00,76,ti,18,2019,6,6,1,1013.4,69,0.0,-1,16.4,10.07,49600,271,6.02,4.0
4039,ti 18 kesä 2019 07:00,217,ti,18,2019,7,6,0,1013.5,63,0.0,-1,17.7,10.06,48100,282,7.04,4.08
4040,ti 18 kesä 2019 08:00,359,ti,18,2019,8,6,0,1013.6,58,0.0,-1,19.4,10.09,43010,284,7.08,4.07
4041,ti 18 kesä 2019 09:00,232,ti,18,2019,9,6,0,1013.9,54,0.0,-1,20.7,11.01,45920,283,6.06,4.01
4042,ti 18 kesä 2019 10:00,101,ti,18,2019,10,6,0,1014.2,50,0.0,-1,22.1,11.02,31210,257,5.03,3.03
4043,ti 18 kesä 2019 11:00,110,ti,18,2019,11,6,0,1014.6,59,0.0,-1,20.8,12.06,28090,220,6.06,5.0
4044,ti 18 kesä 2019 12:00,114,ti,18,2019,12,6,0,1014.8,61,0.0,-1,20.4,12.07,30290,216,8.07,5.07
4045,ti 18 kesä 2019 13:00,93,ti,18,2019,13,6,0,1015.0,63,0.0,-1,19.7,12.03,25590,222,8.09,6.0
4046,ti 18 kesä 2019 14:00,137,ti,18,2019,14,6,0,1015.1,60,0.0,-1,20.2,12.02,24480,218,10.0,6.06
4047,ti 18 kesä 2019 15:00,238,ti,18,2019,15,6,0,1015.3,67,0.0,-1,19.0,12.08,19590,216,11.02,7.09
4048,ti 18 kesä 2019 16:00,367,ti,18,2019,16,6,0,1015.2,62,0.0,-1,19.3,11.08,32480,223,10.05,5.04
4049,ti 18 kesä 2019 17:00,322,ti,18,2019,17,6,0,1015.3,61,0.0,-1,19.6,11.09,30520,226,9.08,5.03
4050,ti 18 kesä 2019 18:00,216,ti,18,2019,18,6,0,1015.1,62,0.0,-1,19.6,12.01,40140,222,7.04,5.0
4051,ti 18 kesä 2019 19:00,180,ti,18,2019,19,6,0,1015.0,67,0.0,-1,18.3,12.02,32850,216,8.05,6.05
4052,ti 18 kesä 2019 20:00,123,ti,18,2019,20,6,0,1014.9,69,0.0,-1,18.3,12.05,36770,224,6.04,4.03
4053,ti 18 kesä 2019 21:00,69,ti,18,2019,21,6,0,1015.0,71,0.0,-1,17.9,12.05,33550,232,6.01,3.07
4054,ti 18 kesä 2019 22:00,73,ti,18,2019,22,6,0,1015.1,75,0.0,-1,17.1,12.06,32780,241,5.09,3.04
4055,ti 18 kesä 2019 23:00,22,ti,18,2019,23,6,0,1015.3,76,0.0,-1,16.9,12.06,31300,248,5.02,3.04
4056,ke 19 kesä 2019 00:00,6,ke,19,2019,0,6,0,1015.5,80,0.0,-1,16.2,12.08,32410,255,5.02,3.03
4057,ke 19 kesä 2019 01:00,10,ke,19,2019,1,6,0,1015.8,83,0.0,-1,15.7,12.08,29470,260,5.04,3.07
4058,ke 19 kesä 2019 02:00,4,ke,19,2019,2,6,0,1015.7,84,0.0,-1,15.4,12.07,29880,256,5.02,3.09
4059,ke 19 kesä 2019 03:00,4,ke,19,2019,3,6,0,1015.7,85,0.0,-1,15.0,12.05,25900,253,4.06,3.03
4060,ke 19 kesä 2019 04:00,1,ke,19,2019,4,6,0,1015.7,89,0.0,-1,14.3,12.05,22530,235,4.03,2.06
4061,ke 19 kesä 2019 05:00,19,ke,19,2019,5,6,1,1015.8,88,0.0,-1,14.4,12.05,21840,241,3.09,2.06
4062,ke 19 kesä 2019 06:00,69,ke,19,2019,6,6,0,1015.7,87,0.0,-1,14.9,12.08,22890,232,3.0,1.07
4063,ke 19 kesä 2019 07:00,215,ke,19,2019,7,6,3,1015.6,85,0.0,-1,15.6,13.01,28530,223,4.03,2.06
4064,ke 19 kesä 2019 08:00,326,ke,19,2019,8,6,0,1015.6,78,0.0,-1,16.9,13.01,37700,228,5.0,3.0
4065,ke 19 kesä 2019 09:00,196,ke,19,2019,9,6,0,1015.3,73,0.0,-1,18.1,13.02,32360,222,5.08,4.0
4066,ke 19 kesä 2019 10:00,93,ke,19,2019,10,6,0,1015.1,72,0.0,-1,18.7,13.05,30360,216,7.09,6.02
4067,ke 19 kesä 2019 11:00,101,ke,19,2019,11,6,0,1015.3,72,0.0,-1,18.0,12.07,27500,217,9.05,7.04
4068,ke 19 kesä 2019 12:00,101,ke,19,2019,12,6,0,1015.3,66,0.0,-1,18.9,12.05,25630,214,9.05,6.07
4069,ke 19 kesä 2019 13:00,108,ke,19,2019,13,6,0,1015.3,58,0.0,-1,20.2,11.08,32400,229,9.0,4.07
4070,ke 19 kesä 2019 14:00,134,ke,19,2019,14,6,0,1015.3,55,0.0,-1,21.4,12.0,39070,242,9.07,6.01
4071,ke 19 kesä 2019 15:00,236,ke,19,2019,15,6,0,1015.3,54,0.0,-1,21.2,11.07,35050,237,10.07,6.05
4072,ke 19 kesä 2019 16:00,332,ke,19,2019,16,6,1,1014.9,52,0.0,-1,21.3,10.09,43270,231,10.03,5.08
4073,ke 19 kesä 2019 17:00,315,ke,19,2019,17,6,0,1014.6,50,0.0,-1,22.0,11.0,34760,232,8.05,5.0
4074,ke 19 kesä 2019 18:00,198,ke,19,2019,18,6,0,1014.2,47,0.0,-1,22.4,10.07,42530,234,9.06,4.09
4075,ke 19 kesä 2019 19:00,135,ke,19,2019,19,6,0,1013.7,50,0.0,-1,21.9,11.0,50000,236,7.02,3.07
4076,ke 19 kesä 2019 20:00,128,ke,19,2019,20,6,1,1013.5,54,0.0,-1,21.2,11.05,50000,220,5.0,3.01
4077,ke 19 kesä 2019 21:00,70,ke,19,2019,21,6,0,1013.5,54,0.0,-1,21.1,11.06,48620,246,5.05,3.02
4078,ke 19 kesä 2019 22:00,63,ke,19,2019,22,6,1,1013.5,56,0.0,-1,20.6,11.05,50000,263,5.08,3.01
4079,ke 19 kesä 2019 23:00,31,ke,19,2019,23,6,0,1013.6,61,0.0,-1,19.2,11.04,49590,247,3.03,1.09
4080,to 20 kesä 2019 00:00,17,to,20,2019,0,6,0,1013.7,65,0.0,-1,18.4,11.07,50000,256,2.09,1.07
4081,to 20 kesä 2019 01:00,3,to,20,2019,1,6,0,1013.6,69,0.0,-1,17.1,11.04,47770,263,2.02,1.07
4082,to 20 kesä 2019 02:00,7,to,20,2019,2,6,0,1013.8,73,0.0,-1,16.4,11.06,33970,238,2.06,1.08
4083,to 20 kesä 2019 03:00,7,to,20,2019,3,6,0,1013.9,80,0.0,-1,15.6,12.02,50000,190,2.06,1.06
4084,to 20 kesä 2019 04:00,6,to,20,2019,4,6,0,1013.8,83,0.0,-1,15.0,12.0,50000,185,2.0,1.0
4085,to 20 kesä 2019 05:00,10,to,20,2019,5,6,7,1013.9,71,0.0,-1,16.7,11.05,50000,204,3.08,2.02
4086,to 20 kesä 2019 06:00,49,to,20,2019,6,6,7,1013.7,75,0.0,-1,17.0,12.05,46940,163,1.05,0.08
4087,to 20 kesä 2019 07:00,152,to,20,2019,7,6,3,1013.5,76,0.0,-1,17.0,12.07,38010,189,2.0,1.05
4088,to 20 kesä 2019 08:00,249,to,20,2019,8,6,1,1013.6,73,0.0,-1,18.0,13.01,37730,204,3.06,2.02
4089,to 20 kesä 2019 09:00,130,to,20,2019,9,6,0,1013.5,67,0.0,-1,20.4,14.0,32930,207,2.05,1.06
4090,to 20 kesä 2019 10:00,83,to,20,2019,10,6,0,1013.3,60,0.0,-1,21.6,13.06,34210,126,3.04,2.05
4091,to 20 kesä 2019 11:00,81,to,20,2019,11,6,0,1013.1,56,0.0,-1,22.8,13.06,34800,119,4.01,2.07
4092,to 20 kesä 2019 12:00,92,to,20,2019,12,6,0,1013.0,56,0.0,-1,22.9,13.05,28810,150,5.03,3.02
4093,to 20 kesä 2019 13:00,108,to,20,2019,13,6,0,1012.7,49,0.0,-1,24.3,12.08,38300,121,4.08,2.08
4094,to 20 kesä 2019 14:00,167,to,20,2019,14,6,0,1012.5,49,0.0,-1,23.0,11.08,33670,113,7.0,5.04
4095,to 20 kesä 2019 15:00,220,to,20,2019,15,6,1,1012.4,46,0.0,-1,23.3,11.01,40610,118,7.04,5.07
4096,to 20 kesä 2019 16:00,247,to,20,2019,16,6,5,1011.7,49,0.0,-1,23.1,11.07,36370,106,5.03,3.06
4097,to 20 kesä 2019 17:00,164,to,20,2019,17,6,1,1011.2,47,0.0,-1,23.0,11.01,37760,97,7.05,5.0
4098,to 20 kesä 2019 18:00,113,to,20,2019,18,6,1,1010.6,50,0.0,-1,22.2,11.04,41290,94,8.08,5.08
4099,to 20 kesä 2019 19:00,82,to,20,2019,19,6,3,1010.1,51,0.0,-1,21.9,11.04,41530,100,7.01,4.08
4100,to 20 kesä 2019 20:00,70,to,20,2019,20,6,1,1010.0,60,0.0,-1,20.7,12.05,50000,110,7.06,4.06
4101,to 20 kesä 2019 21:00,43,to,20,2019,21,6,1,1009.6,68,0.0,-1,20.0,13.09,39080,102,5.02,3.01
4102,to 20 kesä 2019 22:00,37,to,20,2019,22,6,0,1009.7,69,0.0,-1,19.8,13.08,50000,112,5.03,3.09
4103,to 20 kesä 2019 23:00,23,to,20,2019,23,6,3,1009.5,72,0.0,-1,19.4,14.03,41130,116,5.07,3.08
4104,pe 21 kesä 2019 00:00,12,pe,21,2019,0,6,7,1010.0,77,0.0,-1,18.6,14.05,40800,197,5.01,2.05
4105,pe 21 kesä 2019 01:00,7,pe,21,2019,1,6,0,1009.5,76,0.0,-1,18.7,14.04,38480,198,3.07,2.01
4106,pe 21 kesä 2019 02:00,5,pe,21,2019,2,6,0,1009.3,84,0.0,-1,17.6,14.08,41550,150,2.02,1.02
4107,pe 21 kesä 2019 03:00,10,pe,21,2019,3,6,0,1009.2,84,0.0,-1,17.6,14.08,45720,140,3.03,2.03
4108,pe 21 kesä 2019 04:00,4,pe,21,2019,4,6,0,1009.2,86,0.0,-1,17.5,15.01,37370,184,7.02,4.02
4109,pe 21 kesä 2019 05:00,1,pe,21,2019,5,6,0,1009.0,88,0.0,-1,17.7,15.07,38380,204,5.04,3.03
4110,pe 21 kesä 2019 06:00,7,pe,21,2019,6,6,1,1008.9,87,0.0,-1,17.7,15.06,30850,203,5.04,2.08
4111,pe 21 kesä 2019 07:00,11,pe,21,2019,7,6,0,1009.0,84,0.0,-1,18.5,15.08,42240,194,5.01,3.02
4112,pe 21 kesä 2019 08:00,21,pe,21,2019,8,6,0,1008.9,80,0.0,-1,19.0,15.04,42750,202,5.06,3.04
4113,pe 21 kesä 2019 09:00,27,pe,21,2019,9,6,0,1008.7,75,0.0,-1,20.4,15.09,39060,206,6.03,3.07
4114,pe 21 kesä 2019 10:00,46,pe,21,2019,10,6,0,1008.9,77,0.0,-1,20.4,16.02,34700,215,6.05,3.07
4115,pe 21 kesä 2019 11:00,51,pe,21,2019,11,6,1,1009.0,73,0.0,-1,21.3,16.03,32190,212,7.06,4.09
4116,pe 21 kesä 2019 12:00,57,pe,21,2019,12,6,0,1009.1,71,0.0,-1,22.2,16.06,29100,202,6.06,4.04
4117,pe 21 kesä 2019 13:00,58,pe,21,2019,13,6,0,1009.2,70,0.0,-1,22.8,17.01,26100,213,6.09,5.04
4118,pe 21 kesä 2019 14:00,58,pe,21,2019,14,6,0,1009.3,68,0.0,-1,22.9,16.06,24780,221,8.06,5.01
4119,pe 21 kesä 2019 15:00,57,pe,21,2019,15,6,0,1009.2,62,0.0,-1,24.2,16.04,24160,227,6.05,3.09
4120,pe 21 kesä 2019 16:00,64,pe,21,2019,16,6,0,1009.2,66,0.0,-1,23.0,16.04,23170,217,9.01,5.09
4121,pe 21 kesä 2019 17:00,56,pe,21,2019,17,6,0,1009.2,65,0.0,-1,21.7,14.09,32520,216,9.05,6.09
4122,pe 21 kesä 2019 18:00,37,pe,21,2019,18,6,0,1009.3,62,0.0,-1,22.0,14.03,41920,216,7.09,5.0
4123,pe 21 kesä 2019 19:00,64,pe,21,2019,19,6,0,1009.3,60,0.0,-1,22.0,13.08,50000,227,10.09,6.09
4124,pe 21 kesä 2019 20:00,38,pe,21,2019,20,6,0,1009.6,74,0.0,-1,18.3,13.06,44190,217,10.02,6.07
4125,pe 21 kesä 2019 21:00,52,pe,21,2019,21,6,0,1009.6,72,0.0,-1,18.6,13.04,47240,222,7.03,4.06
4126,pe 21 kesä 2019 22:00,32,pe,21,2019,22,6,0,1010.0,79,0.0,-1,17.3,13.06,47810,223,6.08,4.05
4127,pe 21 kesä 2019 23:00,21,pe,21,2019,23,6,0,1010.3,83,0.0,-1,16.8,13.09,40830,231,5.06,3.0
4128,la 22 kesä 2019 00:00,13,la,22,2019,0,6,5,1010.8,79,0.0,-1,17.1,13.04,46050,252,6.04,3.04
4129,la 22 kesä 2019 01:00,9,la,22,2019,1,6,0,1011.0,81,0.0,-1,16.6,13.03,45170,259,5.0,3.05
4130,la 22 kesä 2019 02:00,17,la,22,2019,2,6,0,1011.4,83,0.0,-1,16.0,13.02,47550,258,4.03,2.09
4131,la 22 kesä 2019 03:00,16,la,22,2019,3,6,5,1011.1,85,0.0,-1,15.8,13.04,40960,253,4.07,3.01
4132,la 22 kesä 2019 04:00,12,la,22,2019,4,6,1,1011.0,84,0.0,-1,15.7,13.0,47970,260,5.09,4.04
4133,la 22 kesä 2019 05:00,6,la,22,2019,5,6,1,1011.3,87,0.0,-1,15.5,13.04,47410,247,3.03,1.07
4134,la 22 kesä 2019 06:00,4,la,22,2019,6,6,7,1011.3,86,0.0,-1,15.7,13.03,44090,236,4.09,2.09
4135,la 22 kesä 2019 07:00,5,la,22,2019,7,6,1,1011.5,84,0.0,-1,16.5,13.07,47000,233,4.05,2.05
4136,la 22 kesä 2019 08:00,3,la,22,2019,8,6,1,1011.7,75,0.0,-1,17.6,13.01,46890,270,7.01,4.05
4137,la 22 kesä 2019 09:00,11,la,22,2019,9,6,5,1012.0,61,0.0,-1,17.8,10.02,48190,310,7.08,4.08
4138,la 22 kesä 2019 10:00,23,la,22,2019,10,6,5,1012.4,79,0.0,-1,14.9,11.03,50000,254,5.01,3.06
4139,la 22 kesä 2019 11:00,39,la,22,2019,11,6,0,1013.0,72,0.0,-1,16.7,11.06,49260,239,7.05,4.06
4140,la 22 kesä 2019 12:00,47,la,22,2019,12,6,1,1013.5,62,0.0,-1,17.6,10.02,28540,227,11.07,7.01
4141,la 22 kesä 2019 13:00,34,la,22,2019,13,6,1,1013.8,61,0.0,-1,17.8,10.01,38160,222,10.02,6.02
4142,la 22 kesä 2019 14:00,54,la,22,2019,14,6,1,1014.4,61,0.0,-1,18.3,10.07,37530,224,13.05,7.04
4143,la 22 kesä 2019 15:00,42,la,22,2019,15,6,3,1015.1,63,0.0,-1,17.7,10.07,31730,218,11.04,7.08
4144,la 22 kesä 2019 16:00,43,la,22,2019,16,6,8,1016.0,59,0.0,-1,17.2,9.0,46690,282,10.06,6.03
4145,la 22 kesä 2019 17:00,40,la,22,2019,17,6,1,1016.0,55,0.0,-1,18.7,9.05,41850,259,13.01,7.02
4146,la 22 kesä 2019 18:00,37,la,22,2019,18,6,1,1016.2,46,0.0,-1,19.6,7.05,50000,282,12.0,7.04
4147,la 22 kesä 2019 19:00,37,la,22,2019,19,6,0,1016.7,44,0.0,-1,19.4,6.09,50000,276,12.05,7.06
4148,la 22 kesä 2019 20:00,23,la,22,2019,20,6,0,1017.3,44,0.0,-1,18.8,6.04,50000,303,10.07,6.08
4149,la 22 kesä 2019 21:00,29,la,22,2019,21,6,0,1017.9,47,0.0,-1,18.5,6.09,50000,290,7.09,5.02
4150,la 22 kesä 2019 22:00,25,la,22,2019,22,6,0,1018.3,47,0.0,-1,17.7,6.03,50000,276,8.03,5.02
4151,la 22 kesä 2019 23:00,19,la,22,2019,23,6,0,1018.8,51,0.0,-1,17.0,6.06,50000,272,6.06,3.09
4152,su 23 kesä 2019 00:00,12,su,23,2019,0,6,0,1019.5,65,0.0,-1,15.7,9.01,50000,244,5.05,3.04
4153,su 23 kesä 2019 01:00,1,su,23,2019,1,6,5,1019.8,74,0.0,-1,15.1,10.05,50000,249,4.09,3.0
4154,su 23 kesä 2019 02:00,1,su,23,2019,2,6,5,1020.0,78,0.0,-1,15.0,11.02,47760,260,4.09,3.0
4155,su 23 kesä 2019 03:00,3,su,23,2019,3,6,0,1020.4,79,0.0,-1,14.6,11.01,45800,267,5.01,3.03
4156,su 23 kesä 2019 04:00,2,su,23,2019,4,6,0,1020.6,77,0.0,-1,14.3,10.03,50000,261,4.05,3.0
4157,su 23 kesä 2019 05:00,2,su,23,2019,5,6,0,1021.1,71,0.0,-1,14.1,9.01,50000,309,6.09,3.07
4158,su 23 kesä 2019 06:00,6,su,23,2019,6,6,0,1021.5,70,0.0,-1,14.4,9.0,50000,302,4.07,3.02
4159,su 23 kesä 2019 07:00,4,su,23,2019,7,6,0,1022.0,63,0.0,-1,15.6,8.05,50000,318,4.04,2.06
4160,su 23 kesä 2019 08:00,6,su,23,2019,8,6,0,1022.2,52,0.0,-1,16.6,6.08,50000,298,3.09,2.05
4161,su 23 kesä 2019 09:00,16,su,23,2019,9,6,0,1022.4,45,0.0,-1,18.4,6.03,50000,316,4.08,2.06
4162,su 23 kesä 2019 10:00,31,su,23,2019,10,6,0,1022.3,39,0.0,-1,19.2,4.09,46710,294,5.02,3.0
4163,su 23 kesä 2019 11:00,49,su,23,2019,11,6,0,1022.5,52,0.0,-1,18.6,8.06,40100,198,5.06,4.0
4164,su 23 kesä 2019 12:00,56,su,23,2019,12,6,0,1022.9,61,0.0,-1,17.7,10.01,41000,210,6.09,5.03
4165,su 23 kesä 2019 13:00,64,su,23,2019,13,6,1,1022.9,54,0.0,-1,18.2,8.08,43190,195,7.07,4.06
4166,su 23 kesä 2019 14:00,70,su,23,2019,14,6,3,1022.9,49,0.0,-1,18.5,7.06,46070,204,9.0,6.01
4167,su 23 kesä 2019 15:00,49,su,23,2019,15,6,1,1022.7,45,0.0,-1,19.8,7.05,41370,212,8.0,5.04
4168,su 23 kesä 2019 16:00,76,su,23,2019,16,6,0,1022.5,45,0.0,-1,19.4,7.02,45600,222,8.05,5.01
4169,su 23 kesä 2019 17:00,67,su,23,2019,17,6,3,1022.5,62,0.0,-1,18.7,11.04,41130,221,7.04,5.03
4170,su 23 kesä 2019 18:00,72,su,23,2019,18,6,3,1022.1,56,0.0,-1,18.7,9.09,47450,219,7.03,5.04
4171,su 23 kesä 2019 19:00,45,su,23,2019,19,6,7,1022.0,56,0.0,-1,18.7,9.07,50000,239,5.09,3.03
4172,su 23 kesä 2019 20:00,33,su,23,2019,20,6,5,1021.8,57,0.0,-1,18.2,9.06,46630,222,5.09,3.09
4173,su 23 kesä 2019 21:00,27,su,23,2019,21,6,5,1021.8,59,0.0,-1,17.6,9.05,50000,258,3.06,2.01
4174,su 23 kesä 2019 22:00,8,su,23,2019,22,6,7,1021.8,67,0.0,-1,17.1,11.0,50000,224,4.05,2.09
4175,su 23 kesä 2019 23:00,17,su,23,2019,23,6,7,1021.9,72,0.0,-1,17.1,11.09,50000,255,4.06,3.02
4176,ma 24 kesä 2019 00:00,8,ma,24,2019,0,6,7,1022.3,65,0.0,-1,17.5,10.08,50000,267,5.02,3.04
4177,ma 24 kesä 2019 01:00,0,ma,24,2019,1,6,8,1022.6,66,0.0,-1,17.0,10.06,50000,287,5.05,3.07
4178,ma 24 kesä 2019 02:00,1,ma,24,2019,2,6,7,1023.2,65,0.0,-1,16.7,10.02,50000,289,5.03,3.05
4179,ma 24 kesä 2019 03:00,4,ma,24,2019,3,6,7,1023.6,67,0.0,-1,16.3,10.01,50000,305,6.07,4.04
4180,ma 24 kesä 2019 04:00,1,ma,24,2019,4,6,3,1024.0,72,0.0,-1,15.5,10.05,50000,320,5.07,3.06
4181,ma 24 kesä 2019 05:00,10,ma,24,2019,5,6,0,1024.5,79,0.0,-1,14.1,10.05,50000,326,3.08,2.06
4182,ma 24 kesä 2019 06:00,55,ma,24,2019,6,6,0,1024.8,70,0.0,-1,15.2,9.07,50000,338,4.08,2.08
4183,ma 24 kesä 2019 07:00,173,ma,24,2019,7,6,0,1025.2,60,0.0,-1,16.9,9.0,50000,342,5.07,3.05
4184,ma 24 kesä 2019 08:00,265,ma,24,2019,8,6,0,1025.6,51,0.0,-1,18.1,7.07,49800,344,5.05,3.03
4185,ma 24 kesä 2019 09:00,171,ma,24,2019,9,6,0,1026.1,44,0.0,-1,19.1,6.07,45470,336,5.03,3.06
4186,ma 24 kesä 2019 10:00,77,ma,24,2019,10,6,0,1026.2,39,0.0,-1,19.8,5.05,49570,318,6.04,3.06
4187,ma 24 kesä 2019 11:00,55,ma,24,2019,11,6,0,1026.5,34,0.0,-1,21.1,4.08,45740,315,6.06,3.08
4188,ma 24 kesä 2019 12:00,85,ma,24,2019,12,6,0,1026.7,32,0.0,-1,21.8,4.03,43060,292,9.04,5.08
4189,ma 24 kesä 2019 13:00,91,ma,24,2019,13,6,5,1026.9,35,0.0,-1,22.5,6.01,44470,318,10.02,5.07
4190,ma 24 kesä 2019 14:00,96,ma,24,2019,14,6,3,1026.9,31,0.0,-1,22.4,4.03,44310,291,10.09,6.03
4191,ma 24 kesä 2019 15:00,185,ma,24,2019,15,6,1,1027.0,30,0.0,-1,23.8,5.0,40770,322,9.09,6.03
4192,ma 24 kesä 2019 16:00,289,ma,24,2019,16,6,1,1027.0,30,0.0,-1,22.8,4.03,50000,283,11.04,7.01
4193,ma 24 kesä 2019 17:00,274,ma,24,2019,17,6,1,1026.9,33,0.0,-1,21.8,4.06,48690,317,11.05,7.02
4194,ma 24 kesä 2019 18:00,200,ma,24,2019,18,6,0,1027.1,25,0.0,-1,23.0,1.07,50000,326,13.03,8.02
4195,ma 24 kesä 2019 19:00,128,ma,24,2019,19,6,0,1027.1,27,0.0,-1,22.2,2.05,50000,309,9.09,5.06
4196,ma 24 kesä 2019 20:00,103,ma,24,2019,20,6,0,1027.3,29,0.0,-1,21.4,2.05,50000,330,11.01,6.01
4197,ma 24 kesä 2019 21:00,66,ma,24,2019,21,6,0,1027.7,29,0.0,-1,20.8,2.01,50000,318,6.02,3.09
4198,ma 24 kesä 2019 22:00,52,ma,24,2019,22,6,0,1028.0,35,0.0,-1,19.1,3.03,50000,317,6.09,3.09
4199,ma 24 kesä 2019 23:00,22,ma,24,2019,23,6,0,1028.6,40,0.0,-1,17.8,4.0,48010,314,5.02,3.02
4200,ti 25 kesä 2019 00:00,22,ti,25,2019,0,6,0,1029.1,47,0.0,-1,16.1,4.09,50000,322,4.08,3.0
4201,ti 25 kesä 2019 01:00,6,ti,25,2019,1,6,0,1029.4,54,0.0,-1,15.2,6.0,50000,329,5.01,3.05
4202,ti 25 kesä 2019 02:00,5,ti,25,2019,2,6,0,1029.7,59,0.0,-1,14.3,6.03,50000,330,4.05,3.01
4203,ti 25 kesä 2019 03:00,2,ti,25,2019,3,6,0,1029.7,65,0.0,-1,13.5,7.0,50000,322,4.0,2.07
4204,ti 25 kesä 2019 04:00,2,ti,25,2019,4,6,0,1029.6,68,0.0,-1,12.9,7.02,50000,334,3.09,2.04
4205,ti 25 kesä 2019 05:00,14,ti,25,2019,5,6,0,1029.7,74,0.0,-1,11.7,7.03,50000,317,3.02,2.01
4206,ti 25 kesä 2019 06:00,47,ti,25,2019,6,6,5,1030.0,67,0.0,-1,13.6,7.06,50000,323,4.05,2.09
4207,ti 25 kesä 2019 07:00,194,ti,25,2019,7,6,5,1030.1,65,0.0,-1,14.4,7.09,50000,336,4.01,3.0
4208,ti 25 kesä 2019 08:00,300,ti,25,2019,8,6,3,1030.0,59,0.0,-1,16.0,8.0,42660,350,2.03,1.04
4209,ti 25 kesä 2019 09:00,202,ti,25,2019,9,6,1,1030.2,56,0.0,-1,17.5,8.06,41870,323,1.08,1.03
4210,ti 25 kesä 2019 10:00,74,ti,25,2019,10,6,1,1029.9,56,0.0,-1,17.9,9.0,47420,267,3.02,2.04
4211,ti 25 kesä 2019 11:00,93,ti,25,2019,11,6,0,1029.6,45,0.0,-1,19.7,7.02,35770,263,5.01,3.01
4212,ti 25 kesä 2019 12:00,81,ti,25,2019,12,6,1,1029.7,54,0.0,-1,18.3,8.08,40700,210,5.09,3.08
4213,ti 25 kesä 2019 13:00,102,ti,25,2019,13,6,7,1029.4,55,0.0,-1,18.9,9.07,42410,213,4.09,2.09
4214,ti 25 kesä 2019 14:00,126,ti,25,2019,14,6,3,1029.0,53,0.0,-1,19.9,10.02,37360,222,6.03,4.07
4215,ti 25 kesä 2019 15:00,230,ti,25,2019,15,6,1,1028.7,53,0.0,-1,18.9,9.0,37120,204,7.07,5.05
4216,ti 25 kesä 2019 16:00,319,ti,25,2019,16,6,0,1028.1,48,0.0,-1,19.3,8.01,36290,205,6.02,3.09
4217,ti 25 kesä 2019 17:00,273,ti,25,2019,17,6,0,1027.4,44,0.0,-1,20.0,7.03,48540,214,9.01,7.0
4218,ti 25 kesä 2019 18:00,218,ti,25,2019,18,6,1,1026.9,43,0.0,-1,20.0,7.01,49340,227,10.07,6.07
4219,ti 25 kesä 2019 19:00,145,ti,25,2019,19,6,7,1026.7,42,0.0,-1,19.5,6.04,50000,236,6.07,3.04
4220,ti 25 kesä 2019 20:00,96,ti,25,2019,20,6,5,1026.1,45,0.0,-1,19.3,7.02,50000,262,5.08,3.03
4221,ti 25 kesä 2019 21:00,80,ti,25,2019,21,6,3,1025.8,48,0.0,-1,19.2,7.09,50000,263,4.07,3.06
4222,ti 25 kesä 2019 22:00,23,ti,25,2019,22,6,5,1025.7,48,0.0,-1,19.2,7.09,50000,332,10.04,6.04
4223,ti 25 kesä 2019 23:00,9,ti,25,2019,23,6,7,1025.9,70,0.0,-1,16.3,10.09,31200,332,6.02,4.04
4224,ke 26 kesä 2019 00:00,17,ke,26,2019,0,6,7,1026.0,79,0.0,-1,15.1,11.05,23870,326,5.06,3.08
