,Unnamed: 0,Päivämäärä,Kaisaniemi/Eläintarhanlahti,weekday,day,year,hour,month,Clouds,AirPhPa,RHpercent,RainmmH,Snowcm,ToC,DewToC,Visibilitym,Winddirdeg,Gustms,Windms,bikesAvailable,spacesAvailable
0,0,ke 3 huhti 2019 00:00,5,ke,3,2019,0,4,0,1026.1,60,0.0,0,3.4,-3.5,50000,172,5.02,3.05,12.916666666666664,9.083333333333334
1,1,ke 3 huhti 2019 01:00,2,ke,3,2019,1,4,0,1026.2,65,0.0,0,2.6,-3.2,50000,174,4.01,2.08,11.5,10.666666666666666
2,2,ke 3 huhti 2019 02:00,1,ke,3,2019,2,4,0,1026.1,68,0.0,0,2.5,-2.8,50000,157,4.02,2.08,17.0,6.0
3,3,ke 3 huhti 2019 13:00,55,ke,3,2019,13,4,0,1024.2,43,0.0,0,8.0,-3.8,46450,173,8.06,4.07,17.272727272727273,4.727272727272728
4,4,ke 3 huhti 2019 14:00,51,ke,3,2019,14,4,0,1023.8,41,0.0,0,9.2,-3.5,35530,169,8.04,4.03,14.666666666666664,7.333333333333332
5,5,ke 3 huhti 2019 15:00,125,ke,3,2019,15,4,0,1023.2,36,0.0,0,10.1,-4.1,46880,140,6.03,3.05,12.666666666666664,9.333333333333334
6,6,ke 3 huhti 2019 16:00,180,ke,3,2019,16,4,0,1022.8,39,0.0,0,9.5,-3.9,40730,115,5.08,3.07,12.25,9.75
7,7,ke 3 huhti 2019 17:00,153,ke,3,2019,17,4,0,1022.1,41,0.0,0,9.1,-3.4,50000,117,5.07,4.02,11.833333333333336,10.166666666666666
8,8,ke 3 huhti 2019 18:00,92,ke,3,2019,18,4,0,1021.3,47,0.0,0,8.4,-2.2,46020,116,4.01,2.09,9.545454545454543,12.454545454545455
9,9,ke 3 huhti 2019 19:00,86,ke,3,2019,19,4,0,1020.5,53,0.0,0,7.3,-1.8,45930,108,4.01,2.09,14.0,8.0
10,10,ke 3 huhti 2019 20:00,46,ke,3,2019,20,4,0,1020.3,61,0.0,0,5.6,-1.4,49580,105,3.06,2.06,14.818181818181818,7.1818181818181825
11,11,ke 3 huhti 2019 21:00,26,ke,3,2019,21,4,0,1020.1,49,0.0,0,7.2,-2.7,50000,163,9.0,5.04,17.0,5.545454545454546
12,12,ke 3 huhti 2019 22:00,11,ke,3,2019,22,4,0,1020.1,41,0.0,0,8.4,-4.2,50000,168,9.04,5.09,17.25,4.833333333333333
13,13,ke 3 huhti 2019 23:00,4,ke,3,2019,23,4,0,1020.3,46,0.0,0,7.2,-3.7,50000,171,9.02,5.03,17.0,5.0
14,14,to 4 huhti 2019 00:00,4,to,4,2019,0,4,0,1020.6,52,0.0,0,6.1,-3.1,50000,165,7.09,4.09,17.75,6.25
15,15,to 4 huhti 2019 01:00,2,to,4,2019,1,4,0,1020.6,49,0.0,0,6.3,-3.7,50000,168,7.06,4.01,15.166666666666664,8.833333333333334
16,16,to 4 huhti 2019 02:00,1,to,4,2019,2,4,3,1020.5,48,0.0,0,6.1,-4.0,50000,176,7.09,4.07,12.083333333333336,11.916666666666664
17,17,to 4 huhti 2019 03:00,0,to,4,2019,3,4,0,1020.5,54,0.0,0,5.4,-3.3,50000,175,7.04,4.06,16.75,6.25
18,18,to 4 huhti 2019 04:00,1,to,4,2019,4,4,1,1020.2,56,0.0,0,4.7,-3.3,50000,173,7.06,4.02,16.0,7.0
19,19,to 4 huhti 2019 05:00,5,to,4,2019,5,4,1,1019.8,56,0.0,0,4.7,-3.3,45670,178,7.05,4.04,16.0,7.0
20,20,to 4 huhti 2019 06:00,27,to,4,2019,6,4,7,1019.9,65,0.0,0,3.7,-2.3,31740,184,7.07,4.06,15.363636363636365,7.636363636363638
21,21,to 4 huhti 2019 07:00,88,to,4,2019,7,4,0,1019.8,66,0.0,0,3.6,-2.2,40480,187,7.06,4.04,15.0,8.0
22,22,to 4 huhti 2019 08:00,184,to,4,2019,8,4,0,1019.7,61,0.0,0,4.2,-2.6,35610,190,6.01,3.06,15.0,8.0
23,23,to 4 huhti 2019 09:00,126,to,4,2019,9,4,0,1019.8,59,0.0,0,4.9,-2.5,39410,193,8.06,4.04,14.333333333333336,8.666666666666666
24,24,to 4 huhti 2019 10:00,41,to,4,2019,10,4,0,1019.9,57,0.0,0,5.4,-2.5,35850,191,5.08,3.08,12.0,11.0
25,25,to 4 huhti 2019 11:00,51,to,4,2019,11,4,0,1020.0,56,0.0,0,5.9,-2.2,28930,184,7.04,4.05,4.5,18.0
26,26,to 4 huhti 2019 12:00,50,to,4,2019,12,4,0,1019.9,46,0.0,0,7.9,-3.1,32870,179,7.0,4.01,2.6666666666666665,19.33333333333333
27,27,to 4 huhti 2019 13:00,42,to,4,2019,13,4,0,1019.6,43,0.0,0,9.8,-2.3,32640,176,6.08,4.05,3.5,18.5
28,28,to 4 huhti 2019 14:00,62,to,4,2019,14,4,0,1019.5,37,0.0,0,10.7,-3.5,27260,179,7.02,4.05,3.333333333333333,18.666666666666668
29,29,to 4 huhti 2019 15:00,116,to,4,2019,15,4,0,1019.0,31,0.0,0,11.8,-4.9,32400,173,5.01,3.02,3.25,18.75
30,30,to 4 huhti 2019 16:00,178,to,4,2019,16,4,0,1018.6,31,0.0,0,11.6,-4.9,34670,155,3.07,2.02,6.333333333333332,16.333333333333332
31,31,to 4 huhti 2019 17:00,170,to,4,2019,17,4,0,1018.0,35,0.0,0,10.9,-4.1,30230,118,3.04,2.07,7.083333333333332,15.75
32,32,to 4 huhti 2019 18:00,105,to,4,2019,18,4,0,1017.6,39,0.0,0,10.3,-3.0,35320,94,3.0,1.06,6.0,16.0
33,33,to 4 huhti 2019 19:00,64,to,4,2019,19,4,0,1017.5,39,0.0,0,9.6,-3.6,36950,120,2.08,2.03,14.5,7.5
34,34,to 4 huhti 2019 20:00,48,to,4,2019,20,4,7,1017.6,44,0.0,0,7.6,-4.0,35670,118,1.06,0.09,16.833333333333332,6.083333333333332
35,35,to 4 huhti 2019 21:00,27,to,4,2019,21,4,0,1017.7,49,0.0,0,6.2,-3.6,35390,0,0.0,0.0,17.0,6.0
36,36,to 4 huhti 2019 22:00,21,to,4,2019,22,4,0,1018.1,54,0.0,0,4.9,-3.7,31240,325,1.02,0.07,18.5,4.916666666666667
37,37,to 4 huhti 2019 23:00,2,to,4,2019,23,4,0,1018.3,66,0.0,0,3.5,-2.2,20040,0,0.0,0.0,17.583333333333332,6.416666666666668
38,38,pe 5 huhti 2019 03:00,2,pe,5,2019,3,4,0,1018.8,78,0.0,0,1.0,-2.4,20340,114,2.02,1.05,11.083333333333336,12.75
39,39,pe 5 huhti 2019 04:00,1,pe,5,2019,4,4,0,1018.8,79,0.0,0,0.6,-2.6,27550,100,1.02,0.09,7.25,14.75
40,40,pe 5 huhti 2019 05:00,10,pe,5,2019,5,4,0,1019.0,84,0.0,0,0.0,-2.4,28950,103,1.04,1.02,5.833333333333332,16.166666666666668
41,41,pe 5 huhti 2019 06:00,26,pe,5,2019,6,4,1,1019.1,86,0.0,0,0.0,-2.1,25000,121,2.0,1.07,1.0833333333333333,20.916666666666668
42,42,pe 5 huhti 2019 07:00,94,pe,5,2019,7,4,0,1019.5,84,0.0,0,0.5,-2.0,23400,138,1.05,1.0,1.0,21.0
43,43,pe 5 huhti 2019 08:00,188,pe,5,2019,8,4,1,1019.6,81,0.0,0,2.2,-0.8,21820,161,1.07,1.0,1.0,21.0
44,44,pe 5 huhti 2019 09:00,110,pe,5,2019,9,4,0,1019.9,57,0.0,0,5.8,-2.1,25970,181,2.01,0.09,1.5833333333333333,20.416666666666668
45,45,pe 5 huhti 2019 10:00,32,pe,5,2019,10,4,1,1020.4,51,0.0,0,6.7,-2.8,31010,201,2.09,2.0,1.2727272727272727,20.727272727272727
46,46,pe 5 huhti 2019 11:00,44,pe,5,2019,11,4,1,1020.9,46,0.0,0,7.9,-3.1,28330,194,2.02,1.06,1.6,20.4
47,47,pe 5 huhti 2019 12:00,51,pe,5,2019,12,4,0,1021.2,48,0.0,0,7.7,-2.6,34600,193,2.07,1.09,3.4166666666666665,18.58333333333333
48,48,pe 5 huhti 2019 13:00,60,pe,5,2019,13,4,1,1021.3,41,0.0,0,9.6,-3.0,30090,88,1.09,1.02,6.4,15.6
49,49,pe 5 huhti 2019 14:00,86,pe,5,2019,14,4,0,1021.6,38,0.0,0,10.0,-3.8,34830,122,3.04,2.04,6.1818181818181825,15.818181818181818
50,50,pe 5 huhti 2019 15:00,128,pe,5,2019,15,4,1,1021.8,36,0.0,0,11.2,-3.5,31840,91,3.08,2.03,7.75,14.25
51,51,pe 5 huhti 2019 16:00,170,pe,5,2019,16,4,0,1022.0,37,0.0,0,10.7,-3.3,27500,118,4.05,3.09,13.615384615384615,8.384615384615385
52,52,pe 5 huhti 2019 17:00,131,pe,5,2019,17,4,1,1022.2,41,0.0,0,10.1,-2.7,34240,106,4.03,3.01,18.916666666666668,4.083333333333333
53,53,pe 5 huhti 2019 18:00,87,pe,5,2019,18,4,0,1022.3,38,0.0,0,9.9,-3.8,42340,106,5.06,3.08,16.272727272727273,6.727272727272728
54,54,pe 5 huhti 2019 19:00,50,pe,5,2019,19,4,0,1022.4,46,0.0,0,8.2,-2.6,41950,106,6.04,4.05,17.666666666666668,5.75
55,55,pe 5 huhti 2019 20:00,48,pe,5,2019,20,4,0,1022.6,46,0.0,0,7.5,-3.5,48280,105,5.01,2.08,19.5,5.25
56,56,pe 5 huhti 2019 21:00,22,pe,5,2019,21,4,0,1023.3,52,0.0,0,6.0,-3.2,39990,102,7.03,4.01,13.083333333333336,10.916666666666664
57,57,pe 5 huhti 2019 22:00,19,pe,5,2019,22,4,0,1023.9,55,0.0,0,5.7,-2.7,37650,99,6.08,4.05,13.0,11.0
58,58,pe 5 huhti 2019 23:00,11,pe,5,2019,23,4,0,1024.2,60,0.0,0,5.1,-2.0,37610,95,5.08,3.05,13.545454545454545,10.454545454545457
59,59,la 6 huhti 2019 00:00,7,la,6,2019,0,4,0,1024.8,61,0.0,0,4.9,-2.1,41380,103,5.04,3.02,14.0,10.0
60,60,la 6 huhti 2019 01:00,6,la,6,2019,1,4,0,1025.3,64,0.0,0,3.8,-2.3,42360,108,4.04,3.02,14.0,10.0
61,61,la 6 huhti 2019 02:00,1,la,6,2019,2,4,0,1025.5,59,0.0,0,4.7,-2.5,39160,107,5.04,3.06,14.0,10.0
62,62,la 6 huhti 2019 03:00,1,la,6,2019,3,4,0,1025.6,67,0.0,0,4.0,-1.6,40680,103,4.03,3.0,14.166666666666664,9.833333333333334
63,63,la 6 huhti 2019 04:00,3,la,6,2019,4,4,0,1025.7,72,0.0,0,3.4,-1.3,40450,97,4.03,2.03,15.0,9.0
64,64,la 6 huhti 2019 05:00,2,la,6,2019,5,4,0,1025.9,75,0.0,0,2.9,-1.1,40440,89,3.06,2.04,15.0,9.0
65,65,la 6 huhti 2019 06:00,3,la,6,2019,6,4,0,1025.7,75,0.0,0,2.2,-1.7,37970,86,2.07,2.0,15.0,9.0
66,66,la 6 huhti 2019 07:00,5,la,6,2019,7,4,0,1025.8,72,0.0,0,2.5,-2.0,39710,89,3.0,1.08,16.0,8.0
67,67,la 6 huhti 2019 08:00,10,la,6,2019,8,4,0,1025.6,66,0.0,0,3.9,-1.8,38520,97,3.07,2.02,16.0,8.0
68,68,la 6 huhti 2019 09:00,27,la,6,2019,9,4,0,1025.8,56,0.0,0,6.2,-1.9,35630,103,4.08,3.03,16.90909090909091,7.090909090909091
69,69,la 6 huhti 2019 10:00,42,la,6,2019,10,4,0,1026.2,50,0.0,0,7.6,-2.3,39880,107,4.07,3.03,17.0,6.083333333333332
70,70,la 6 huhti 2019 11:00,65,la,6,2019,11,4,0,1026.3,51,0.0,0,7.8,-1.8,29900,102,5.08,4.0,21.58333333333333,3.333333333333333
71,71,la 6 huhti 2019 12:00,83,la,6,2019,12,4,0,1026.1,48,0.0,0,8.5,-2.0,37360,104,5.01,3.07,18.25,6.75
72,72,la 6 huhti 2019 13:00,100,la,6,2019,13,4,0,1025.7,49,0.0,0,8.1,-2.0,35300,103,5.06,3.09,18.416666666666668,6.583333333333332
73,73,la 6 huhti 2019 14:00,118,la,6,2019,14,4,0,1025.1,44,0.0,0,9.2,-2.3,40300,99,5.07,4.03,20.416666666666668,4.583333333333333
74,74,la 6 huhti 2019 15:00,89,la,6,2019,15,4,0,1024.5,39,0.0,0,10.2,-3.2,35430,105,6.03,4.06,14.5,10.5
75,75,la 6 huhti 2019 16:00,91,la,6,2019,16,4,0,1023.7,36,0.0,0,10.6,-3.8,47880,99,7.03,4.09,13.272727272727273,11.090909090909092
76,76,la 6 huhti 2019 17:00,102,la,6,2019,17,4,0,1022.9,37,0.0,0,9.7,-4.4,47020,101,8.05,5.06,12.75,11.25
77,77,la 6 huhti 2019 18:00,80,la,6,2019,18,4,0,1022.2,37,0.0,0,9.5,-4.6,50000,103,8.01,5.02,8.8,15.2
78,78,la 6 huhti 2019 19:00,46,la,6,2019,19,4,0,1021.7,40,0.0,0,8.5,-4.3,50000,105,7.04,5.0,8.5,15.5
79,79,la 6 huhti 2019 20:00,26,la,6,2019,20,4,0,1021.1,43,0.0,0,7.3,-4.5,50000,101,6.07,4.02,7.916666666666668,16.083333333333332
80,80,la 6 huhti 2019 21:00,16,la,6,2019,21,4,0,1020.6,50,0.0,0,6.1,-3.6,50000,98,5.08,3.07,7.833333333333332,16.166666666666668
81,81,la 6 huhti 2019 22:00,23,la,6,2019,22,4,0,1020.2,52,0.0,0,6.0,-3.3,48270,111,7.0,4.05,7.363636363636362,16.09090909090909
82,82,la 6 huhti 2019 23:00,8,la,6,2019,23,4,0,1019.9,61,0.0,0,5.1,-1.9,44930,113,7.02,5.02,8.083333333333334,14.916666666666664
83,83,su 7 huhti 2019 00:00,6,su,7,2019,0,4,0,1019.3,56,0.0,0,5.7,-2.5,48520,112,6.0,4.01,8.0,15.0
84,84,su 7 huhti 2019 01:00,3,su,7,2019,1,4,0,1018.5,61,0.0,0,4.7,-2.1,41520,100,3.08,2.05,7.25,15.75
85,85,su 7 huhti 2019 02:00,2,su,7,2019,2,4,0,1017.7,63,0.0,0,4.4,-2.2,42070,97,3.05,2.0,5.833333333333332,17.166666666666668
86,86,su 7 huhti 2019 03:00,3,su,7,2019,3,4,0,1017.1,65,0.0,0,3.6,-2.3,44150,107,2.08,1.06,3.5454545454545454,19.0
87,87,su 7 huhti 2019 04:00,2,su,7,2019,4,4,0,1016.6,70,0.0,0,2.8,-2.2,43780,110,2.01,1.04,2.0,20.0
88,88,su 7 huhti 2019 05:00,1,su,7,2019,5,4,0,1016.0,74,0.0,0,1.9,-2.2,38700,106,2.01,1.0,2.0,20.0
89,89,su 7 huhti 2019 06:00,4,su,7,2019,6,4,0,1015.4,74,0.0,0,1.9,-2.2,34670,91,2.0,1.05,1.1666666666666667,20.83333333333333
90,90,su 7 huhti 2019 07:00,6,su,7,2019,7,4,1,1014.7,75,0.0,0,2.3,-1.7,36370,114,2.01,1.04,1.4166666666666667,20.58333333333333
91,91,su 7 huhti 2019 08:00,8,su,7,2019,8,4,1,1014.3,69,0.0,0,4.0,-1.3,36580,118,3.04,2.06,3.0,19.0
92,92,su 7 huhti 2019 09:00,10,su,7,2019,9,4,1,1013.9,62,0.0,0,5.4,-1.3,34460,137,4.02,2.07,3.0,19.0
93,93,su 7 huhti 2019 10:00,24,su,7,2019,10,4,0,1013.6,60,0.0,0,6.2,-1.0,29210,117,3.05,2.09,1.3333333333333333,20.666666666666668
94,94,su 7 huhti 2019 11:00,41,su,7,2019,11,4,0,1013.3,59,0.0,0,6.2,-1.3,30810,120,4.02,2.07,3.5,18.5
95,95,su 7 huhti 2019 12:00,70,su,7,2019,12,4,0,1012.7,58,0.0,0,7.0,-0.6,23320,111,4.05,3.06,4.5,17.5
96,96,su 7 huhti 2019 13:00,87,su,7,2019,13,4,0,1012.2,52,0.0,0,8.4,-0.8,37360,116,5.06,4.03,1.6666666666666667,20.33333333333333
97,97,su 7 huhti 2019 14:00,82,su,7,2019,14,4,0,1011.6,51,0.0,0,9.7,0.0,26250,103,5.04,4.01,1.6666666666666667,20.33333333333333
98,98,su 7 huhti 2019 15:00,63,su,7,2019,15,4,0,1011.0,50,0.0,0,9.8,-0.1,29940,118,6.01,4.02,1.9166666666666667,20.08333333333333
99,99,su 7 huhti 2019 16:00,91,su,7,2019,16,4,0,1010.2,53,0.0,0,9.4,0.03,25260,113,6.04,4.09,2.75,19.58333333333333
100,100,su 7 huhti 2019 17:00,71,su,7,2019,17,4,1,1009.5,55,0.0,0,8.6,0.01,24560,112,7.0,5.06,3.0,19.0
101,101,su 7 huhti 2019 18:00,60,su,7,2019,18,4,5,1008.9,57,0.0,0,8.2,0.01,25340,119,6.07,4.06,3.6666666666666665,18.33333333333333
102,102,su 7 huhti 2019 19:00,28,su,7,2019,19,4,5,1008.3,60,0.0,0,7.7,0.04,23920,116,5.06,3.05,1.8333333333333333,20.166666666666668
103,103,su 7 huhti 2019 20:00,33,su,7,2019,20,4,7,1007.7,60,0.0,0,7.5,0.01,27090,117,7.01,3.02,1.5833333333333333,20.416666666666668
104,104,su 7 huhti 2019 21:00,14,su,7,2019,21,4,7,1008.1,56,0.0,0,8.1,-0.1,19600,196,11.02,5.01,1.25,20.75
105,105,su 7 huhti 2019 22:00,6,su,7,2019,22,4,7,1007.5,54,0.0,0,8.5,-0.3,20420,151,5.03,3.01,3.0,19.58333333333333
106,106,su 7 huhti 2019 23:00,5,su,7,2019,23,4,7,1006.8,53,0.0,0,8.9,-0.3,22170,215,5.09,3.05,3.0,20.0
107,107,ma 8 huhti 2019 00:00,3,ma,8,2019,0,4,7,1006.7,62,0.0,0,7.3,0.05,22630,129,5.06,3.08,2.0,21.0
108,108,ma 8 huhti 2019 01:00,1,ma,8,2019,1,4,7,1006.3,84,0.0,0,4.1,1.05,12100,218,8.07,4.09,1.75,21.0
109,109,ma 8 huhti 2019 02:00,0,ma,8,2019,2,4,5,1006.2,91,0.0,0,3.3,1.09,10930,221,7.05,5.0,1.0,21.0
110,110,ma 8 huhti 2019 03:00,1,ma,8,2019,3,4,7,1006.1,87,0.0,0,3.8,1.08,12900,256,6.02,4.02,1.0,21.0
111,111,ma 8 huhti 2019 04:00,1,ma,8,2019,4,4,1,1006.3,79,0.0,0,1.8,-1.5,41080,284,6.03,4.0,1.0,21.0
112,112,ma 8 huhti 2019 05:00,4,ma,8,2019,5,4,8,1006.2,81,0.0,0,1.8,-1.2,42700,274,3.05,2.01,1.0,21.0
113,113,ma 8 huhti 2019 06:00,22,ma,8,2019,6,4,7,1006.1,79,0.0,0,2.3,-0.9,43820,215,4.08,3.0,1.0,21.0
114,114,ma 8 huhti 2019 07:00,98,ma,8,2019,7,4,7,1006.0,84,0.0,0,2.6,0.02,32150,218,4.07,3.01,1.0,21.0
115,115,ma 8 huhti 2019 08:00,162,ma,8,2019,8,4,7,1005.8,90,0.0,0,2.7,1.02,11970,215,6.0,3.06,3.583333333333333,18.416666666666668
116,116,ma 8 huhti 2019 09:00,113,ma,8,2019,9,4,8,1005.7,90,0.0,0,2.7,1.02,14060,209,6.01,3.06,2.8571428571428568,19.142857142857142
117,117,ma 8 huhti 2019 11:00,30,ma,8,2019,11,4,7,1005.5,89,0.0,0,2.6,1.0,16920,160,5.06,3.07,2.7142857142857144,19.285714285714285
118,118,ma 8 huhti 2019 12:00,36,ma,8,2019,12,4,7,1005.5,89,0.0,0,2.8,1.01,17290,137,5.04,3.07,1.9166666666666667,20.08333333333333
119,119,ma 8 huhti 2019 13:00,31,ma,8,2019,13,4,7,1005.2,86,0.0,0,3.2,1.01,20830,138,6.04,4.02,2.6666666666666665,19.33333333333333
120,120,ma 8 huhti 2019 14:00,27,ma,8,2019,14,4,7,1005.1,93,1.08,0,2.8,1.07,3500,160,7.03,4.04,6.166666666666668,15.833333333333336
121,121,ma 8 huhti 2019 15:00,67,ma,8,2019,15,4,8,1005.0,95,0.03,0,2.0,1.03,4970,159,4.07,2.08,4.416666666666667,17.583333333333332
122,122,ma 8 huhti 2019 16:00,144,ma,8,2019,16,4,8,1004.8,89,0.0,0,2.5,0.09,28310,174,3.06,1.09,8.333333333333334,13.666666666666664
123,123,ma 8 huhti 2019 17:00,106,ma,8,2019,17,4,7,1004.6,89,0.0,0,2.4,0.08,22190,191,3.07,2.03,17.666666666666668,5.25
124,124,ma 8 huhti 2019 18:00,73,ma,8,2019,18,4,7,1004.5,91,0.0,0,2.3,1.0,14600,156,3.01,2.02,20.75,4.583333333333333
125,125,ma 8 huhti 2019 19:00,25,ma,8,2019,19,4,7,1004.4,91,0.03,0,1.8,0.05,12580,150,2.01,1.04,24.0,3.0
126,126,ma 8 huhti 2019 20:00,33,ma,8,2019,20,4,7,1004.2,95,0.06,0,1.6,0.08,8580,139,2.04,1.08,23.75,4.25
127,127,ma 8 huhti 2019 21:00,20,ma,8,2019,21,4,8,1004.1,96,0.03,0,1.3,0.07,5500,107,1.02,0.07,22.25,5.75
128,128,ma 8 huhti 2019 22:00,8,ma,8,2019,22,4,7,1004.1,96,0.0,0,1.3,0.07,4560,284,3.02,2.02,24.0,4.0
129,129,ma 8 huhti 2019 23:00,2,ma,8,2019,23,4,7,1003.8,97,0.0,0,1.6,1.01,3940,283,3.03,2.02,23.08333333333333,4.0
130,130,ti 9 huhti 2019 00:00,3,ti,9,2019,0,4,7,1003.7,96,0.02,0,1.5,1.0,6140,327,4.07,3.03,23.0,4.0
131,131,ti 9 huhti 2019 01:00,0,ti,9,2019,1,4,8,1003.5,97,0.07,0,1.1,0.07,4060,318,4.0,2.08,23.0,4.0
132,132,ti 9 huhti 2019 02:00,0,ti,9,2019,2,4,7,1003.3,98,0.0,0,1.0,0.07,4990,315,4.02,2.09,23.0,4.0
133,133,ti 9 huhti 2019 03:00,0,ti,9,2019,3,4,8,1003.0,98,0.0,0,1.0,0.07,4050,326,3.0,2.02,23.0,4.0
134,134,ti 9 huhti 2019 04:00,2,ti,9,2019,4,4,7,1003.1,97,0.0,0,1.5,1.01,5570,298,4.04,2.08,23.0,4.0
135,135,ti 9 huhti 2019 05:00,8,ti,9,2019,5,4,7,1003.1,97,0.0,0,1.5,1.0,5210,318,3.04,2.05,23.0,4.0
136,136,ti 9 huhti 2019 06:00,23,ti,9,2019,6,4,8,1003.2,96,0.0,0,1.6,1.01,5980,351,2.09,1.07,23.0,4.0
137,137,ti 9 huhti 2019 07:00,69,ti,9,2019,7,4,7,1003.3,96,0.0,0,1.4,0.09,4990,317,1.02,0.06,22.33333333333333,4.833333333333333
138,138,ti 9 huhti 2019 08:00,151,ti,9,2019,8,4,7,1003.2,95,0.0,0,2.0,1.03,6400,27,3.01,2.0,12.333333333333336,12.833333333333336
139,139,ti 9 huhti 2019 09:00,74,ti,9,2019,9,4,7,1003.4,93,0.0,0,2.3,1.03,8310,46,4.0,2.08,4.333333333333333,18.666666666666668
140,140,ti 9 huhti 2019 10:00,23,ti,9,2019,10,4,7,1003.8,94,0.03,0,1.7,0.08,7510,24,4.02,2.07,5.416666666666668,17.166666666666668
141,141,ti 9 huhti 2019 11:00,19,ti,9,2019,11,4,8,1003.9,93,0.0,0,2.2,1.01,11020,33,4.06,3.01,5.833333333333332,16.166666666666668
142,142,ti 9 huhti 2019 12:00,23,ti,9,2019,12,4,7,1004.4,91,0.0,0,2.6,1.03,12650,21,4.04,2.04,7.083333333333332,14.916666666666664
143,143,ti 9 huhti 2019 13:00,24,ti,9,2019,13,4,8,1004.8,89,0.0,0,2.8,1.01,11940,28,5.01,3.04,7.083333333333332,14.916666666666664
144,144,ti 9 huhti 2019 14:00,35,ti,9,2019,14,4,7,1005.1,83,0.0,0,3.5,0.09,17290,10,5.07,3.08,8.636363636363637,13.363636363636365
145,145,ti 9 huhti 2019 15:00,62,ti,9,2019,15,4,5,1005.4,74,0.0,0,4.6,0.03,23680,9,4.02,2.06,12.166666666666664,9.833333333333334
146,146,ti 9 huhti 2019 16:00,144,ti,9,2019,16,4,7,1006.1,95,0.0,0,3.0,2.03,19860,118,3.08,2.04,15.5,6.583333333333332
147,147,ti 9 huhti 2019 17:00,79,ti,9,2019,17,4,5,1006.5,93,0.0,0,3.0,1.09,49240,118,4.01,3.0,25.08333333333333,3.583333333333333
148,148,ti 9 huhti 2019 18:00,61,ti,9,2019,18,4,7,1007.0,93,0.0,0,2.3,1.03,12020,94,5.0,2.06,31.08333333333333,2.583333333333333
149,149,ti 9 huhti 2019 21:00,20,ti,9,2019,21,4,7,1009.0,91,0.0,0,2.5,1.03,20400,19,5.02,3.03,24.272727272727273,6.0
150,150,ti 9 huhti 2019 22:00,7,ti,9,2019,22,4,7,1009.5,93,0.02,0,1.7,0.07,10200,17,7.09,4.0,22.0,8.0
151,151,ti 9 huhti 2019 23:00,1,ti,9,2019,23,4,8,1010.0,94,0.0,0,1.2,0.03,36090,13,7.06,4.0,22.0,8.0
152,152,ke 10 huhti 2019 00:00,1,ke,10,2019,0,4,8,1010.3,90,0.0,0,0.9,-0.6,24010,15,8.07,5.0,22.0,8.0
153,153,ke 10 huhti 2019 01:00,0,ke,10,2019,1,4,8,1010.9,88,0.0,0,0.6,-1.3,9920,5,8.06,5.0,22.0,8.0
154,154,ke 10 huhti 2019 02:00,1,ke,10,2019,2,4,7,1011.2,85,0.0,0,0.2,-2.0,18720,17,9.02,5.0,22.0,8.0
155,155,ke 10 huhti 2019 03:00,0,ke,10,2019,3,4,7,1011.5,85,0.0,0,-0.1,-2.3,21030,7,9.02,4.03,22.0,8.0
156,156,ke 10 huhti 2019 04:00,2,ke,10,2019,4,4,8,1011.9,83,0.0,0,-0.5,-3.0,16400,11,9.09,5.01,22.0,8.0
157,157,ke 10 huhti 2019 05:00,5,ke,10,2019,5,4,8,1012.3,78,0.0,0,-0.7,-4.0,45950,15,8.04,4.06,22.54545454545455,7.454545454545454
158,158,ke 10 huhti 2019 06:00,21,ke,10,2019,6,4,8,1012.6,79,0.0,0,-0.9,-4.1,50000,8,10.01,5.01,23.0,7.0
159,159,ke 10 huhti 2019 07:00,79,ke,10,2019,7,4,7,1013.1,81,0.0,0,-1.1,-4.0,50000,1,8.04,5.01,22.0,7.083333333333332
160,160,ke 10 huhti 2019 08:00,176,ke,10,2019,8,4,7,1013.6,80,0.0,0,-1.0,-4.0,50000,357,8.02,5.01,10.5,14.333333333333336
161,161,ke 10 huhti 2019 09:00,70,ke,10,2019,9,4,7,1014.0,78,0.0,0,-0.9,-4.2,49630,355,8.01,5.01,7.0,16.7
162,162,ke 10 huhti 2019 10:00,38,ke,10,2019,10,4,7,1014.4,74,0.0,0,-0.5,-4.5,21700,356,10.07,5.06,5.545454545454546,17.454545454545453
163,163,ke 10 huhti 2019 11:00,27,ke,10,2019,11,4,7,1014.9,76,0.0,0,-0.6,-4.3,9050,349,9.06,5.02,4.142857142857143,18.857142857142858
164,164,ke 10 huhti 2019 12:00,39,ke,10,2019,12,4,8,1015.5,71,0.0,0,-0.4,-5.1,48030,357,9.07,5.01,4.166666666666667,18.83333333333333
165,165,ke 10 huhti 2019 13:00,33,ke,10,2019,13,4,8,1015.8,72,0.0,0,-0.2,-4.7,50000,350,10.01,6.02,4.0,19.0
166,166,ke 10 huhti 2019 14:00,32,ke,10,2019,14,4,8,1016.5,71,0.0,0,0.1,-4.5,50000,351,8.05,5.0,3.4166666666666665,18.75
167,167,ke 10 huhti 2019 15:00,71,ke,10,2019,15,4,8,1017.1,65,0.0,0,0.4,-5.4,46400,352,9.06,6.01,5.333333333333333,16.666666666666668
168,168,ke 10 huhti 2019 16:00,140,ke,10,2019,16,4,7,1017.6,67,0.0,0,0.5,-4.9,33020,355,8.03,4.09,14.0,8.416666666666666
