,Unnamed: 0,Päivämäärä,Kaisaniemi/Eläintarhanlahti,weekday,day,year,hour,month,Clouds,AirPhPa,RHpercent,RainmmH,Snowcm,ToC,DewToC,Visibilitym,Winddirdeg,Gustms,Windms,bikesAvailable,spacesAvailable
940,940,ma 20 touko 2019 14:00,104,ma,20,2019,14,5,1,1015.9,56,0.0,0,19.3,10.04,35770,105,5.08,4.01,1.9090909090909087,20.09090909090909
941,941,ma 20 touko 2019 15:00,243,ma,20,2019,15,5,0,1015.6,56,0.0,0,20.4,11.03,25990,100,6.01,4.02,7.166666666666668,16.25
942,942,ma 20 touko 2019 16:00,360,ma,20,2019,16,5,1,1015.3,55,0.0,0,20.4,11.0,33900,108,5.01,3.06,32.083333333333336,8.916666666666666
943,943,ma 20 touko 2019 17:00,298,ma,20,2019,17,5,7,1015.1,56,0.0,0,19.7,10.07,44910,105,5.02,3.08,45.58333333333334,5.0
944,944,ma 20 touko 2019 18:00,191,ma,20,2019,18,5,7,1014.9,63,0.0,0,18.0,10.09,30610,118,5.04,2.05,40.083333333333336,6.25
945,945,ma 20 touko 2019 19:00,110,ma,20,2019,19,5,7,1014.6,57,0.0,0,19.1,10.05,46710,108,5.08,3.03,26.16666666666667,9.75
946,946,ma 20 touko 2019 20:00,91,ma,20,2019,20,5,7,1014.5,59,0.0,0,19.3,11.01,36900,117,3.07,1.08,4.083333333333333,19.75
947,947,ma 20 touko 2019 21:00,51,ma,20,2019,21,5,7,1014.0,63,0.0,0,18.6,11.04,35250,81,3.02,2.01,0.75,21.25
948,948,ma 20 touko 2019 22:00,35,ma,20,2019,22,5,7,1013.9,61,0.0,0,18.9,11.02,38850,95,4.02,3.0,0.1,21.9
949,949,ma 20 touko 2019 23:00,14,ma,20,2019,23,5,7,1013.8,59,0.0,0,19.0,10.07,44530,78,5.06,3.09,0.25,21.75
950,950,ti 21 touko 2019 00:00,9,ti,21,2019,0,5,8,1014.1,65,0.0,0,17.9,11.03,36080,101,1.05,0.07,0.0,22.0
951,951,ti 21 touko 2019 01:00,3,ti,21,2019,1,5,7,1013.8,85,0.0,0,15.9,13.04,27000,77,3.02,2.01,0.0,22.0
952,952,ti 21 touko 2019 02:00,4,ti,21,2019,2,5,7,1013.8,87,0.05,0,15.6,13.04,23020,86,1.07,1.0,0.0,22.0
953,953,ti 21 touko 2019 03:00,0,ti,21,2019,3,5,7,1013.5,94,0.0,0,15.3,14.04,20380,86,1.05,0.08,0.75,21.25
954,954,ti 21 touko 2019 04:00,5,ti,21,2019,4,5,7,1012.8,84,0.0,0,16.4,13.07,35940,56,4.0,2.02,1.0,21.0
955,955,ti 21 touko 2019 05:00,15,ti,21,2019,5,5,7,1012.8,87,0.0,0,15.9,13.07,34890,126,2.09,2.02,1.5833333333333333,20.416666666666668
956,956,ti 21 touko 2019 06:00,66,ti,21,2019,6,5,7,1013.2,87,0.0,0,15.0,12.08,37680,54,1.06,1.0,1.25,20.75
957,957,ti 21 touko 2019 07:00,208,ti,21,2019,7,5,0,1013.2,75,0.0,0,16.5,12.01,39890,98,4.04,2.08,1.4166666666666667,20.58333333333333
958,958,ti 21 touko 2019 08:00,386,ti,21,2019,8,5,7,1013.5,76,0.0,0,15.6,11.03,30390,157,3.05,2.01,2.5,19.5
959,959,ti 21 touko 2019 09:00,185,ti,21,2019,9,5,1,1013.4,73,0.0,0,16.9,12.0,33630,83,4.03,2.09,0.9166666666666666,21.08333333333333
960,960,ti 21 touko 2019 10:00,108,ti,21,2019,10,5,3,1013.2,65,0.0,0,18.8,12.02,35170,94,5.0,3.05,5.25,17.833333333333332
961,961,ti 21 touko 2019 11:00,80,ti,21,2019,11,5,7,1013.2,60,0.0,0,20.1,12.0,30670,111,3.07,2.07,4.75,18.25
962,962,ti 21 touko 2019 12:00,100,ti,21,2019,12,5,1,1013.2,52,0.0,0,21.7,11.04,31260,119,3.03,2.05,5.833333333333332,17.583333333333332
963,963,ti 21 touko 2019 13:00,99,ti,21,2019,13,5,0,1013.0,43,0.0,0,23.5,10.01,25440,94,4.0,2.05,5.666666666666668,17.666666666666668
964,964,ti 21 touko 2019 14:00,117,ti,21,2019,14,5,5,1012.9,44,0.0,0,23.8,10.07,36230,97,3.08,2.04,6.416666666666668,16.833333333333332
965,965,ti 21 touko 2019 15:00,206,ti,21,2019,15,5,7,1012.7,49,0.0,0,24.1,12.07,33940,108,4.0,2.06,13.083333333333336,14.416666666666664
966,966,ti 21 touko 2019 16:00,390,ti,21,2019,16,5,0,1012.2,56,0.0,0,21.9,12.08,36710,130,2.08,1.07,22.83333333333333,12.5
967,967,ti 21 touko 2019 17:00,323,ti,21,2019,17,5,1,1012.2,60,0.0,0,19.8,11.09,25840,138,4.0,2.05,26.66666666666667,10.166666666666666
968,968,ti 21 touko 2019 18:00,228,ti,21,2019,18,5,0,1012.4,66,0.0,0,17.2,10.08,29280,137,4.05,3.0,18.166666666666668,14.0
969,969,ti 21 touko 2019 19:00,187,ti,21,2019,19,5,1,1012.3,60,0.0,0,19.2,11.02,35850,122,2.03,1.04,13.416666666666664,16.0
970,970,ti 21 touko 2019 20:00,139,ti,21,2019,20,5,7,1011.6,60,0.0,0,18.8,10.08,33600,118,2.08,2.01,2.833333333333333,20.5
971,971,ti 21 touko 2019 21:00,68,ti,21,2019,21,5,7,1011.5,60,0.0,0,18.6,10.07,32990,126,2.09,1.09,0.3333333333333333,21.66666666666667
972,972,ti 21 touko 2019 22:00,50,ti,21,2019,22,5,3,1012.1,67,0.0,0,16.8,10.07,35360,111,2.06,1.06,0.0,22.0
973,973,ti 21 touko 2019 23:00,22,ti,21,2019,23,5,7,1012.1,72,0.0,0,16.7,11.07,33400,14,2.08,1.07,0.08333333333333333,21.91666666666667
974,974,ke 22 touko 2019 00:00,13,ke,22,2019,0,5,7,1011.7,67,0.0,0,17.7,11.04,31250,42,4.02,1.09,0.3333333333333333,21.66666666666667
975,975,ke 22 touko 2019 01:00,5,ke,22,2019,1,5,7,1011.5,74,0.0,0,17.0,12.04,35620,63,2.09,1.01,0.9166666666666666,21.166666666666668
976,976,ke 22 touko 2019 02:00,2,ke,22,2019,2,5,7,1011.4,71,0.0,0,17.7,12.05,38810,77,4.01,2.07,3.0,20.0
977,977,ke 22 touko 2019 03:00,2,ke,22,2019,3,5,7,1010.9,74,0.0,0,17.2,12.05,38080,70,3.02,2.02,3.0,20.0
978,978,ke 22 touko 2019 04:00,2,ke,22,2019,4,5,0,1010.8,79,0.0,0,16.0,12.04,39520,57,3.0,1.09,3.0,20.0
979,979,ke 22 touko 2019 05:00,16,ke,22,2019,5,5,0,1010.8,79,0.0,0,15.9,12.02,35300,83,4.02,2.03,3.0,20.0
980,980,ke 22 touko 2019 06:00,77,ke,22,2019,6,5,0,1010.6,81,0.0,0,15.5,12.02,29510,95,3.09,2.04,5.166666666666667,18.33333333333333
981,981,ke 22 touko 2019 07:00,206,ke,22,2019,7,5,0,1010.6,76,0.0,0,17.1,12.07,33900,101,4.04,2.07,4.416666666666667,18.83333333333333
982,982,ke 22 touko 2019 08:00,401,ke,22,2019,8,5,0,1010.6,73,0.0,0,17.8,12.09,27670,112,5.0,3.02,0.8333333333333334,21.166666666666668
983,983,ke 22 touko 2019 09:00,207,ke,22,2019,9,5,0,1010.5,69,0.0,0,18.6,12.08,30130,110,4.05,3.0,2.1818181818181817,20.0
984,984,ke 22 touko 2019 10:00,114,ke,22,2019,10,5,0,1010.6,68,0.0,0,18.8,12.08,17650,123,4.03,3.01,11.75,13.75
985,985,ke 22 touko 2019 11:00,97,ke,22,2019,11,5,0,1010.7,70,0.0,0,18.7,13.0,21290,120,5.01,3.09,12.083333333333336,13.666666666666664
986,986,ke 22 touko 2019 12:00,113,ke,22,2019,12,5,0,1010.5,66,0.0,0,19.9,13.04,25390,116,5.0,3.09,15.454545454545455,12.272727272727273
987,987,ke 22 touko 2019 13:00,100,ke,22,2019,13,5,0,1010.1,63,0.0,0,21.1,13.08,27470,117,4.04,2.09,18.166666666666668,12.666666666666664
988,988,ke 22 touko 2019 14:00,134,ke,22,2019,14,5,0,1009.8,61,0.0,0,20.8,13.0,26060,120,5.05,3.04,21.83333333333333,10.666666666666666
989,989,ke 22 touko 2019 15:00,242,ke,22,2019,15,5,0,1009.2,60,0.0,0,20.2,12.01,22520,130,7.06,5.05,24.0,11.333333333333336
990,990,ke 22 touko 2019 16:00,396,ke,22,2019,16,5,0,1009.0,69,0.0,0,18.6,12.09,29630,120,4.09,3.01,46.83333333333334,5.75
991,991,ke 22 touko 2019 17:00,338,ke,22,2019,17,5,1,1008.3,67,0.0,0,19.0,12.06,25010,120,3.03,2.01,57.5,4.25
992,992,ke 22 touko 2019 18:00,169,ke,22,2019,18,5,7,1008.5,70,0.0,0,18.4,12.09,24770,210,2.06,1.07,56.08333333333334,4.583333333333333
993,993,ke 22 touko 2019 19:00,159,ke,22,2019,19,5,1,1007.5,65,0.0,0,20.3,13.06,27160,190,2.06,1.06,53.16666666666666,4.833333333333333
994,994,ke 22 touko 2019 20:00,121,ke,22,2019,20,5,1,1007.2,64,0.0,0,18.9,12.0,30880,192,3.02,2.0,41.5,7.333333333333332
995,995,ke 22 touko 2019 21:00,77,ke,22,2019,21,5,1,1007.0,66,0.0,0,17.7,11.03,33680,245,1.08,1.02,19.83333333333333,13.166666666666664
996,996,ke 22 touko 2019 22:00,43,ke,22,2019,22,5,1,1007.0,75,0.0,0,16.3,11.08,27050,233,3.01,2.01,3.6666666666666665,19.75
997,997,ke 22 touko 2019 23:00,27,ke,22,2019,23,5,0,1006.8,79,0.0,0,15.4,11.08,24560,200,2.09,2.0,0.0,22.0
998,998,to 23 touko 2019 00:00,8,to,23,2019,0,5,1,1007.2,85,0.0,0,14.8,12.03,23070,113,4.03,3.0,0.0,22.0
999,999,to 23 touko 2019 01:00,7,to,23,2019,1,5,0,1007.0,90,0.0,0,13.7,12.02,18300,187,2.0,1.01,0.6666666666666666,21.33333333333333
1000,1000,to 23 touko 2019 02:00,1,to,23,2019,2,5,0,1007.3,86,0.0,0,14.7,12.04,19040,50,4.08,3.01,0.25,21.75
1001,1001,to 23 touko 2019 03:00,1,to,23,2019,3,5,0,1007.5,88,0.0,0,15.1,13.0,29060,46,5.07,3.08,0.0,22.0
1002,1002,to 23 touko 2019 04:00,4,to,23,2019,4,5,0,1007.6,91,0.0,0,15.2,13.08,23610,44,8.0,4.09,0.0,22.0
1003,1003,to 23 touko 2019 05:00,15,to,23,2019,5,5,7,1008.1,90,0.0,0,15.5,13.09,26720,48,6.01,3.06,0.0,22.0
1004,1004,to 23 touko 2019 06:00,79,to,23,2019,6,5,7,1008.3,87,0.0,0,15.6,13.05,32850,65,6.01,4.03,0.5,21.5
1005,1005,to 23 touko 2019 07:00,191,to,23,2019,7,5,8,1008.5,83,0.0,0,15.6,12.08,34000,69,9.01,6.01,0.9166666666666666,21.08333333333333
1006,1006,to 23 touko 2019 08:00,325,to,23,2019,8,5,8,1009.1,81,0.0,0,15.5,12.03,46860,67,9.01,5.0,1.5,20.5
1007,1007,to 23 touko 2019 09:00,194,to,23,2019,9,5,8,1009.7,83,0.0,0,14.7,11.08,33890,73,10.01,6.09,2.083333333333333,20.0
1008,1008,to 23 touko 2019 10:00,70,to,23,2019,10,5,8,1010.5,82,0.0,0,14.3,11.02,32760,69,9.02,6.04,3.083333333333333,19.0
1009,1009,to 23 touko 2019 11:00,68,to,23,2019,11,5,8,1011.3,90,0.0,0,12.5,10.09,17590,104,9.01,5.06,5.083333333333333,16.916666666666668
1010,1010,to 23 touko 2019 12:00,68,to,23,2019,12,5,7,1011.9,86,0.0,0,12.0,9.08,36000,106,10.04,6.03,1.5454545454545454,20.545454545454547
1011,1011,to 23 touko 2019 13:00,75,to,23,2019,13,5,1,1012.5,72,0.0,0,13.8,8.09,31930,116,8.01,5.05,0.0,22.0
1012,1012,to 23 touko 2019 14:00,96,to,23,2019,14,5,0,1012.7,75,0.0,0,12.5,8.02,32190,117,9.07,6.08,0.75,21.33333333333333
1013,1013,to 23 touko 2019 15:00,203,to,23,2019,15,5,0,1012.8,74,0.0,0,12.6,8.01,26720,92,9.01,6.03,2.4166666666666665,19.58333333333333
1014,1014,to 23 touko 2019 16:00,368,to,23,2019,16,5,0,1012.5,74,0.0,0,11.5,7.01,28910,105,9.05,6.09,16.333333333333332,8.083333333333334
1015,1015,to 23 touko 2019 17:00,264,to,23,2019,17,5,0,1012.5,72,0.0,0,11.3,6.05,34180,108,9.02,5.09,35.916666666666664,1.1666666666666667
1016,1016,to 23 touko 2019 18:00,183,to,23,2019,18,5,0,1012.7,71,0.0,0,11.2,6.01,46650,98,10.07,7.04,34.75,3.083333333333333
1017,1017,to 23 touko 2019 19:00,117,to,23,2019,19,5,0,1012.6,70,0.0,0,10.8,5.06,41500,104,10.03,7.01,36.5,1.5833333333333333
1018,1018,to 23 touko 2019 20:00,100,to,23,2019,20,5,0,1012.9,69,0.0,0,10.1,4.07,42680,114,11.03,8.05,37.41666666666666,2.833333333333333
1019,1019,to 23 touko 2019 21:00,35,to,23,2019,21,5,0,1013.3,74,0.0,0,9.6,5.02,50000,110,9.0,6.03,32.75,6.166666666666668
1020,1020,to 23 touko 2019 22:00,35,to,23,2019,22,5,5,1013.0,73,0.0,0,9.6,5.0,50000,107,9.04,5.06,30.83333333333333,6.166666666666668
1021,1021,to 23 touko 2019 23:00,34,to,23,2019,23,5,7,1013.2,68,0.0,0,9.8,4.01,50000,102,9.0,5.02,24.0,8.916666666666666
1022,1022,pe 24 touko 2019 00:00,14,pe,24,2019,0,5,7,1013.5,74,0.0,0,9.6,5.01,50000,117,9.01,6.02,15.083333333333336,12.916666666666664
1023,1023,pe 24 touko 2019 01:00,5,pe,24,2019,1,5,7,1013.1,71,0.0,0,9.5,4.06,50000,112,8.07,5.07,9.333333333333334,15.5
1024,1024,pe 24 touko 2019 02:00,4,pe,24,2019,2,5,8,1012.8,63,0.0,0,9.6,3.0,50000,105,10.07,6.05,6.166666666666668,16.75
1025,1025,pe 24 touko 2019 03:00,2,pe,24,2019,3,5,8,1012.5,64,0.0,0,9.6,3.02,50000,100,10.02,6.0,2.6666666666666665,19.33333333333333
1026,1026,pe 24 touko 2019 04:00,5,pe,24,2019,4,5,8,1012.2,69,0.0,0,9.4,4.01,50000,112,10.03,7.05,2.333333333333333,19.666666666666668
1027,1027,pe 24 touko 2019 05:00,9,pe,24,2019,5,5,8,1012.3,70,0.0,0,9.4,4.02,48420,112,9.07,6.05,2.0,20.0
1028,1028,pe 24 touko 2019 06:00,35,pe,24,2019,6,5,7,1012.0,75,0.0,0,9.1,4.08,44750,110,9.02,6.02,3.583333333333333,18.416666666666668
1029,1029,pe 24 touko 2019 07:00,123,pe,24,2019,7,5,8,1011.7,79,0.0,0,9.1,5.07,37560,114,10.01,6.05,2.25,19.75
1030,1030,pe 24 touko 2019 08:00,161,pe,24,2019,8,5,7,1011.5,82,0.0,0,9.0,6.01,32510,107,9.06,6.04,2.0,20.0
1031,1031,pe 24 touko 2019 09:00,116,pe,24,2019,9,5,8,1011.8,92,0.0,0,8.2,7.0,12030,100,7.05,4.07,1.5833333333333333,20.416666666666668
1032,1032,pe 24 touko 2019 10:00,52,pe,24,2019,10,5,8,1011.5,89,0.0,0,8.6,6.09,32520,102,8.07,5.03,3.583333333333333,18.5
1033,1033,pe 24 touko 2019 11:00,49,pe,24,2019,11,5,7,1011.2,86,0.0,0,8.8,6.07,42960,103,9.01,6.0,2.1666666666666665,19.83333333333333
1034,1034,pe 24 touko 2019 12:00,47,pe,24,2019,12,5,7,1011.2,85,0.0,0,9.3,7.0,37230,100,10.0,6.09,3.083333333333333,18.916666666666668
1035,1035,pe 24 touko 2019 13:00,68,pe,24,2019,13,5,7,1011.1,86,0.0,0,9.1,6.08,31800,110,9.06,6.07,1.1666666666666667,20.83333333333333
1036,1036,pe 24 touko 2019 14:00,90,pe,24,2019,14,5,8,1010.9,80,0.0,0,9.2,5.09,38860,111,10.04,6.09,1.75,20.25
1037,1037,pe 24 touko 2019 15:00,148,pe,24,2019,15,5,8,1010.7,81,0.0,0,9.6,6.04,24890,98,8.0,5.04,2.6666666666666665,19.33333333333333
1038,1038,pe 24 touko 2019 16:00,174,pe,24,2019,16,5,8,1010.5,81,0.0,0,9.8,6.06,35670,94,6.03,4.02,13.0,9.0
1039,1039,pe 24 touko 2019 17:00,123,pe,24,2019,17,5,8,1010.2,80,0.0,0,10.3,7.0,36760,107,6.07,4.07,18.08333333333333,3.9166666666666665
1040,1040,pe 24 touko 2019 18:00,84,pe,24,2019,18,5,8,1009.9,80,0.0,0,10.2,7.0,35840,107,8.04,5.05,14.5,7.5
1041,1041,pe 24 touko 2019 19:00,77,pe,24,2019,19,5,8,1009.5,88,0.0,0,9.8,7.09,20140,96,7.02,4.07,14.25,7.75
1042,1042,pe 24 touko 2019 20:00,60,pe,24,2019,20,5,8,1009.2,90,0.0,0,9.7,8.01,16610,95,5.03,3.06,12.0,10.0
1043,1043,pe 24 touko 2019 21:00,29,pe,24,2019,21,5,8,1008.9,95,0.0,0,9.6,8.08,5210,88,4.07,3.06,13.333333333333336,8.666666666666666
1044,1044,pe 24 touko 2019 22:00,40,pe,24,2019,22,5,8,1008.9,96,0.0,0,9.6,8.09,6060,104,4.03,2.09,11.75,10.25
1045,1045,pe 24 touko 2019 23:00,21,pe,24,2019,23,5,7,1008.5,98,0.0,0,9.1,8.08,1640,116,3.06,2.07,12.583333333333336,9.416666666666666
1046,1046,la 25 touko 2019 00:00,13,la,25,2019,0,5,7,1008.1,98,0.0,0,8.8,8.05,1730,110,4.02,3.02,12.0,10.0
1047,1047,la 25 touko 2019 01:00,9,la,25,2019,1,5,7,1007.5,98,0.0,0,8.7,8.05,1190,118,4.04,3.04,11.0,11.0
1048,1048,la 25 touko 2019 02:00,4,la,25,2019,2,5,8,1007.1,99,0.0,0,8.9,8.07,4430,118,3.04,2.06,11.0,11.0
1049,1049,la 25 touko 2019 03:00,2,la,25,2019,3,5,8,1006.3,98,0.0,0,9.0,8.06,18040,119,5.02,3.06,11.0,11.0
1050,1050,la 25 touko 2019 04:00,5,la,25,2019,4,5,8,1005.5,98,0.0,0,8.7,8.04,1400,124,6.05,4.01,11.0,11.0
1051,1051,la 25 touko 2019 05:00,3,la,25,2019,5,5,7,1004.8,99,0.0,0,8.4,8.02,1490,118,6.04,3.07,11.0,11.0
1052,1052,la 25 touko 2019 06:00,6,la,25,2019,6,5,7,1004.1,99,0.0,0,8.5,8.03,4870,116,7.01,4.09,11.75,10.25
1053,1053,la 25 touko 2019 07:00,5,la,25,2019,7,5,7,1003.7,98,0.0,0,8.6,8.03,14650,126,5.04,3.06,12.916666666666664,9.083333333333334
1054,1054,la 25 touko 2019 08:00,9,la,25,2019,8,5,7,1003.0,97,0.06,0,9.1,8.07,6850,133,5.08,3.06,12.75,9.25
1055,1055,la 25 touko 2019 09:00,35,la,25,2019,9,5,7,1002.4,93,0.0,0,10.9,9.08,15230,175,6.08,3.09,15.75,6.25
1056,1056,la 25 touko 2019 10:00,39,la,25,2019,10,5,7,1001.9,93,0.0,0,11.1,10.0,16240,185,6.01,3.05,16.583333333333332,5.416666666666668
1057,1057,la 25 touko 2019 11:00,54,la,25,2019,11,5,7,1001.8,86,0.0,0,11.3,9.0,24190,203,6.02,4.02,18.75,3.333333333333333
1058,1058,la 25 touko 2019 12:00,96,la,25,2019,12,5,5,1001.5,81,0.0,0,12.5,9.03,28480,216,8.08,6.03,23.0,1.75
1059,1059,la 25 touko 2019 13:00,107,la,25,2019,13,5,5,1001.3,79,0.0,0,12.2,8.07,30550,224,9.03,6.01,24.66666666666667,1.5833333333333333
1060,1060,la 25 touko 2019 14:00,127,la,25,2019,14,5,0,1000.9,75,0.0,0,13.1,8.08,29950,215,9.03,7.0,29.41666666666667,0.16666666666666666
1061,1061,la 25 touko 2019 15:00,140,la,25,2019,15,5,1,1000.7,75,0.0,0,12.4,8.01,26730,223,10.05,6.07,35.083333333333336,0.3333333333333333
1062,1062,la 25 touko 2019 16:00,142,la,25,2019,16,5,3,1000.6,74,0.0,0,11.9,7.03,33840,219,10.09,7.02,19.166666666666668,7.666666666666668
1063,1063,la 25 touko 2019 17:00,95,la,25,2019,17,5,5,1000.4,76,0.0,0,12.5,8.04,33060,226,11.02,6.01,7.75,14.25
1064,1064,la 25 touko 2019 18:00,104,la,25,2019,18,5,7,1000.7,80,0.0,0,11.6,8.03,32760,237,10.03,6.06,9.75,12.833333333333336
1065,1065,la 25 touko 2019 19:00,100,la,25,2019,19,5,7,1000.8,87,0.0,0,10.5,8.03,28890,227,10.0,6.01,11.833333333333336,11.166666666666664
1066,1066,la 25 touko 2019 20:00,57,la,25,2019,20,5,7,1000.7,89,0.0,0,10.3,8.05,28100,235,6.07,3.08,10.25,12.75
1067,1067,la 25 touko 2019 21:00,51,la,25,2019,21,5,7,1000.5,86,0.0,0,10.9,8.07,30920,255,5.06,3.03,7.666666666666668,15.333333333333336
1068,1068,la 25 touko 2019 22:00,32,la,25,2019,22,5,5,1000.7,84,0.0,0,11.5,8.09,50000,261,7.09,4.02,1.1666666666666667,20.916666666666668
1069,1069,la 25 touko 2019 23:00,16,la,25,2019,23,5,7,1001.0,83,0.0,0,11.6,8.09,50000,280,8.06,5.02,0.08333333333333333,21.91666666666667
1070,1070,su 26 touko 2019 00:00,15,su,26,2019,0,5,7,1001.5,87,0.0,0,11.1,9.01,46400,294,8.02,4.07,0.16666666666666666,21.83333333333333
1071,1071,su 26 touko 2019 01:00,11,su,26,2019,1,5,5,1001.7,87,0.0,0,10.8,8.07,50000,301,7.02,4.07,2.9166666666666665,19.08333333333333
1072,1072,su 26 touko 2019 02:00,3,su,26,2019,2,5,5,1001.8,85,0.0,0,10.6,8.02,50000,299,5.08,4.0,4.75,17.25
1073,1073,su 26 touko 2019 03:00,7,su,26,2019,3,5,5,1002.1,86,0.0,0,9.9,7.06,50000,285,6.07,4.05,4.5,17.5
1074,1074,su 26 touko 2019 04:00,3,su,26,2019,4,5,3,1002.0,84,0.0,0,9.3,6.08,50000,283,6.05,4.0,3.5,18.5
1075,1075,su 26 touko 2019 05:00,2,su,26,2019,5,5,1,1002.2,86,0.0,0,8.6,6.04,50000,282,6.03,4.01,0.6666666666666666,21.33333333333333
1076,1076,su 26 touko 2019 06:00,6,su,26,2019,6,5,5,1002.5,84,0.0,0,8.7,6.01,50000,276,5.08,4.02,0.0,22.0
1077,1077,su 26 touko 2019 07:00,5,su,26,2019,7,5,7,1002.3,87,0.0,0,8.2,6.01,50000,242,5.04,3.04,0.0,22.0
1078,1078,su 26 touko 2019 08:00,19,su,26,2019,8,5,3,1002.0,83,0.0,0,8.8,6.01,48980,245,4.02,2.08,0.0,22.0
1079,1079,su 26 touko 2019 09:00,25,su,26,2019,9,5,3,1001.3,70,0.0,0,11.2,6.0,48810,113,1.08,1.0,1.75,20.25
1080,1080,su 26 touko 2019 10:00,51,su,26,2019,10,5,5,1001.0,84,0.0,0,9.7,7.02,50000,181,5.01,3.04,3.8333333333333335,18.166666666666668
1081,1081,su 26 touko 2019 11:00,28,su,26,2019,11,5,7,1000.7,92,1.08,0,8.8,7.06,16060,187,5.04,3.02,10.5,11.5
1082,1082,su 26 touko 2019 12:00,46,su,26,2019,12,5,5,1000.2,90,0.0,0,9.1,7.05,25070,133,3.08,2.06,12.25,9.75
1083,1083,su 26 touko 2019 13:00,46,su,26,2019,13,5,7,999.1,92,0.0,0,9.3,8.01,18860,118,5.07,4.01,14.75,7.25
1084,1084,su 26 touko 2019 14:00,28,su,26,2019,14,5,7,998.2,95,0.0,0,9.4,8.05,20420,131,7.07,3.08,14.428571428571427,7.571428571428571
1085,1085,su 26 touko 2019 15:00,19,su,26,2019,15,5,7,997.8,96,0.03,0,9.7,9.0,12740,180,6.04,3.03,11.166666666666664,10.833333333333336
1086,1086,su 26 touko 2019 16:00,27,su,26,2019,16,5,7,997.3,95,1.09,0,9.6,8.09,4410,219,6.05,4.01,11.25,10.75
1087,1087,su 26 touko 2019 17:00,27,su,26,2019,17,5,7,996.3,95,0.07,0,9.5,8.08,9240,185,5.09,3.08,10.416666666666666,11.583333333333336
1088,1088,su 26 touko 2019 18:00,28,su,26,2019,18,5,7,995.8,89,0.02,0,9.2,7.05,26310,218,9.06,6.01,11.090909090909092,10.909090909090908
1089,1089,su 26 touko 2019 19:00,27,su,26,2019,19,5,7,995.3,93,0.02,0,8.9,7.08,16960,204,8.0,5.03,10.833333333333336,11.166666666666664
1090,1090,su 26 touko 2019 20:00,14,su,26,2019,20,5,7,994.9,94,0.03,0,8.8,7.09,13950,206,10.01,5.09,9.166666666666666,12.833333333333336
1091,1091,su 26 touko 2019 21:00,12,su,26,2019,21,5,7,994.3,94,0.09,0,8.9,8.0,10430,218,9.01,5.05,8.8,13.2
1092,1092,su 26 touko 2019 22:00,4,su,26,2019,22,5,7,994.4,93,0.0,0,9.2,8.01,15410,230,8.01,4.09,6.083333333333332,15.916666666666664
1093,1093,su 26 touko 2019 23:00,10,su,26,2019,23,5,7,994.4,91,0.0,0,9.6,8.02,26990,241,7.0,4.01,1.9166666666666667,20.08333333333333
1094,1094,ma 27 touko 2019 00:00,37,ma,27,2019,0,5,7,994.3,91,0.0,0,9.5,8.0,15390,227,7.07,4.03,1.5,20.5
1095,1095,ma 27 touko 2019 01:00,23,ma,27,2019,1,5,7,994.1,88,0.0,0,9.5,7.06,33040,227,5.06,3.07,3.083333333333333,18.916666666666668
1096,1096,ma 27 touko 2019 02:00,3,ma,27,2019,2,5,7,994.2,92,0.0,0,9.2,7.09,33570,247,7.06,4.07,0.08333333333333333,21.91666666666667
1097,1097,ma 27 touko 2019 03:00,7,ma,27,2019,3,5,7,994.6,89,0.0,0,9.4,7.07,40790,265,7.0,4.02,0.08333333333333333,21.91666666666667
1098,1098,ma 27 touko 2019 04:00,4,ma,27,2019,4,5,7,995.2,92,0.0,0,9.3,8.0,45530,280,5.07,3.07,0.0,22.0
1099,1099,ma 27 touko 2019 05:00,10,ma,27,2019,5,5,7,996.0,92,0.0,0,9.5,8.02,47620,285,4.05,2.07,0.0,22.0
1100,1100,ma 27 touko 2019 06:00,58,ma,27,2019,6,5,7,996.8,91,0.0,0,9.6,8.03,50000,267,5.06,3.03,0.0,22.0
1101,1101,ma 27 touko 2019 07:00,162,ma,27,2019,7,5,7,997.5,89,0.0,0,9.3,7.06,50000,267,7.05,4.06,0.25,21.75
1102,1102,ma 27 touko 2019 08:00,318,ma,27,2019,8,5,8,998.4,87,0.0,0,9.5,7.05,49210,259,6.01,4.0,0.5833333333333334,21.416666666666668
1103,1103,ma 27 touko 2019 09:00,162,ma,27,2019,9,5,8,998.9,85,0.0,0,9.9,7.04,50000,259,5.02,3.08,1.25,20.75
1104,1104,ma 27 touko 2019 10:00,75,ma,27,2019,10,5,8,999.4,84,0.0,0,10.4,7.08,46880,245,5.02,3.05,1.1666666666666667,20.83333333333333
1105,1105,ma 27 touko 2019 11:00,53,ma,27,2019,11,5,8,1000.1,81,0.0,0,11.2,8.01,47200,251,4.05,3.01,1.1666666666666667,20.83333333333333
1106,1106,ma 27 touko 2019 12:00,51,ma,27,2019,12,5,8,1000.7,88,0.0,0,10.6,8.07,45000,217,7.06,5.03,0.5,21.5
1107,1107,ma 27 touko 2019 13:00,81,ma,27,2019,13,5,8,1001.2,86,0.0,0,10.8,8.06,47470,222,7.01,4.05,0.8333333333333334,21.58333333333333
1108,1108,ma 27 touko 2019 14:00,82,ma,27,2019,14,5,8,1001.2,86,0.0,0,10.8,8.06,47470,222,7.01,4.05,1.9166666666666667,20.08333333333333
